freq_low_mhz,freq_high_mhz,country_code,region,service,status,application,typical_devices,modulation,power_limit,channel_spacing_khz,regulatory_ref,notes,verified,verification_status
328.6,335.4,ES,ITU Region 1 / CEPT,AERONAUTICAL RADIONAVIGATION (ILS Glide Path),Allocated,"ILS Glide Path for Spanish airports (Madrid-Barajas, Barcelona El Prat, Malaga, Palma, etc.)","Indra ILS equipment (Indra is a major Spanish defense/ATC company), Thales TLS series",AM DSB 90/150 Hz (ICAO standard),Per ICAO Annex 10,50,"CNAF, AESA (Agencia Estatal de Seguridad Aerea), ENAIRE (Spanish ANSP), ICAO Annex 10",Indra Sistemas (Spain) is a major manufacturer of ILS and ATC equipment worldwide.,True,
328.6,335.4,IT,ITU Region 1 / CEPT,AERONAUTICAL RADIONAVIGATION (ILS Glide Path),Allocated,"ILS Glide Path for Italian airports (Roma Fiumicino, Milano Malpensa/Linate, Napoli, etc.)","Thales TLS 420/430, Indra Navia NORMARC, Leonardo ATC systems",AM DSB 90/150 Hz (ICAO standard),Per ICAO Annex 10,50,"PNRF, ENAV (Italian ANSP), ENAC (Ente Nazionale per l'Aviazione Civile), ICAO Annex 10",ENAV operates ILS systems in Italy. Leonardo (formerly Selex ES) provides some ATC/ILS systems.,True,
328.6,335.4,CH,ITU Region 1 / CEPT,AERONAUTICAL RADIONAVIGATION (ILS Glide Path),Allocated,"ILS Glide Path for Swiss airports (Zurich, Geneva, Basel-Mulhouse, Bern, etc.)","Thales TLS 420/430, Indra Navia NORMARC",AM DSB 90/150 Hz (ICAO standard),Per ICAO Annex 10,50,"BAKOM, Skyguide (Swiss ANSP), ICAO Annex 10",Zurich Airport has Cat III ILS. Skyguide operates ATC and ILS infrastructure in Switzerland.,True,
335.4,350.0,US,ITU Region 2 / USA,MILITARY AERONAUTICAL MOBILE / FIXED,Allocated,"Federal Government exclusive — Military UHF aeronautical mobile (air-to-air, air-to-ground tactical); military base operations; HAVE QUICK anti-jam voice","AN/ARC-210 airborne radio (Rockwell Collins/Collins Aerospace), AN/PRC-117G man-portable, AN/VRC-110 vehicular (General Dynamics)","AM (UHF aeronautical voice), FM (tactical ground), HAVE QUICK II ECCM frequency hopping",N/A (military),25,"NTIA Manual, 47 CFR 2.106 G27",Part of the military UHF tactical band. UHF aeronautical voice uses AM modulation (like civil aviation VHF). HAVE QUICK II provides ECCM protection across 225-400 MHz with frequency hopping.,True,
335.4,350.0,FR,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,French military aeronautical and tactical UHF; Air Force (Armee de l'Air et de l'Espace) air-to-ground; NATO interoperability,"Thales TRC 9600 airborne radio, Thales SYNAPS vehicular","AM (aeronautical), FM (tactical), HAVE QUICK",N/A (military),25,ANFR TNRBF,"Military aeronautical mobile band. French fighter aircraft (Rafale, Mirage 2000) use this band for tactical UHF voice.",True,
335.4,350.0,UK,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,UK MoD military aeronautical and tactical UHF; RAF air operations,"Thales/Collins ARC-210 airborne, Bowman ground radios","AM (aeronautical), FM (tactical), HAVE QUICK II",N/A (military),25,"Ofcom UKPFA, Crown use","RAF aircraft (Typhoon, F-35B) use military UHF for tactical voice. MoD exclusive.",True,
335.4,350.0,DE,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,Bundeswehr military aeronautical UHF; Luftwaffe tactical,"R&S MR3000H, ARC-210 airborne","AM (aeronautical), FM (tactical), HAVE QUICK",N/A (military),25,BNetzA Frequenzplan,Military exclusive.,True,
335.4,350.0,CN,ITU Region 3,MOBILE (Military) / AERONAUTICAL MOBILE,Allocated,PLA Air Force tactical UHF; Chinese military aeronautical,PLAAF-standard UHF airborne radios,"AM, FM, proprietary",N/A (military),25,MIIT Radio Regulations,Military exclusive. China allocates 350-370 MHz for PDT (Police Digital Trunking) — see separate entry.,False,
335.4,350.0,RU,ITU Region 1,MOBILE (Military) / AERONAUTICAL MOBILE,Allocated,Russian military aeronautical and tactical UHF; VKS (Aerospace Forces) air operations,"Russian military airborne radios (R-800L series for Su-27/30/35, MiG-29 aircraft)","AM (aeronautical), FM (tactical), Russian ECCM",N/A (military),25,GRFC Table,Military exclusive.,False,
335.4,350.0,ES,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,Spanish military aeronautical UHF; Ejercito del Aire,"NATO-standard UHF radios, ARC-210","AM (aeronautical), FM, HAVE QUICK",N/A (military),25,"CNAF, Min. Defensa",Military exclusive.,True,
335.4,350.0,IT,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,Italian military aeronautical UHF; Aeronautica Militare tactical,"Leonardo/ARC-210 airborne, Leonardo DRS ground radios","AM (aeronautical), FM, HAVE QUICK",N/A (military),25,"PNRF, Min. Difesa",Military exclusive.,True,
335.4,350.0,CH,ITU Region 1 / CEPT,MOBILE (Government/Military) / AERONAUTICAL MOBILE,Allocated,Swiss Air Force tactical UHF,ARC-210 airborne (F/A-18 Hornet fleet),"AM (aeronautical), FM, HAVE QUICK",N/A (military),25,BAKOM Frequenzzuweisungsplan,Swiss Air Force uses NATO-standard UHF for F/A-18 operations.,True,
350.0,370.0,CN,ITU Region 3,MOBILE (Government) / LAND MOBILE,Allocated,"PDT (Police Digital Trunking) — Chinese public safety digital radio standard, used by Chinese police (Gong An), fire, and emergency services. This is China's equivalent of TETRA but uses a different standard.","Hytera PD780G (PDT mode), Hytera DS-6210 PDT base station, Kirisun DP770 (PDT), Motorola Solutions (limited PDT support in China market)","PDT: 4FSK, 12.5 kHz channel spacing, TDMA 2-slot (similar to DMR Tier III but with Chinese-specific encryption and features)",Base station: up to 25W; portable: 1-5W,12.5,"MIIT Radio Regulations, GA/T 1056-2013 (PDT standard), Chinese Public Safety Ministry standards","CRITICAL: China does NOT use TETRA in the 380-395 MHz band like Europe. Instead, China uses PDT (Police Digital Trunking) in 350-370 MHz. PDT was developed by Hytera and standardized by the Chinese Ministry of Public Security. PDT is technically similar to DMR but with Chinese-specific features including built-in encryption, GPS, and dispatching. Over 1 million PDT terminals deployed in China as of 2020.",True,
350.0,380.0,US,ITU Region 2 / USA,MILITARY FIXED / MOBILE,Allocated,Federal Government exclusive — Military UHF LOS tactical; MUOS downlink band (360-380 MHz); military base operations and SATCOM,"AN/PRC-117G, AN/PRC-163, AN/ARC-210 airborne, MUOS terminals","FM (tactical), AM (aero), wideband CDMA (MUOS downlink), HAVE QUICK II",N/A (military),25,"NTIA Manual, 47 CFR 2.106 G27","MUOS downlink is in 360-380 MHz (paired with 300-320 MHz uplink). Five 5 MHz wideband CDMA channels. This is NOT TETRA band — 380-400 MHz is federal government in the US, not public safety TETRA.",True,
350.0,380.0,FR,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,French military UHF tactical; part of NATO 225-400 MHz UHF band; some frequencies used for military air traffic control,"Thales SYNAPS, PR4G, TRC 9600 airborne","AM (aeronautical), FM (tactical), HAVE QUICK",N/A (military),25,ANFR TNRBF,Military exclusive. 380 MHz boundary marks transition to TETRA PPDR band in Europe.,True,
350.0,380.0,UK,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,UK MoD military UHF tactical,"Bowman/Morpheus, ARC-210","AM, FM, HAVE QUICK II",N/A (military),25,"Ofcom UKPFA, Crown use",MoD exclusive.,True,
350.0,380.0,DE,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,Bundeswehr military UHF tactical,"R&S MR3000 series, NATO UHF radios","AM, FM, HAVE QUICK",N/A (military),25,BNetzA Frequenzplan,Military exclusive.,True,
350.0,380.0,RU,ITU Region 1,MOBILE (Military) / LAND MOBILE,Allocated,Russian military UHF tactical; some allocation for Rosgvardiya (National Guard) and MVD (Interior Ministry) trunked radio systems,R-168 military family; Angstrem (Russian electronics) DMR/TETRA variant terminals for security services,"FM, Russian military ECCM; DMR/TETRA variants for security services",Military: N/A; security services per GRFC authorization,25,GRFC Table,"Russia has begun deploying TETRA and DMR-based systems for non-military security services (MVD, Rosgvardiya) in parts of this band, but primary allocation remains military.",False,
350.0,380.0,ES,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,Spanish military UHF tactical,NATO UHF radios,"AM, FM, HAVE QUICK",N/A (military),25,CNAF,Military exclusive.,True,
350.0,380.0,IT,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,Italian military UHF tactical,Leonardo military radios,"AM, FM, HAVE QUICK",N/A (military),25,"PNRF, Min. Difesa",Military exclusive.,True,
350.0,380.0,CH,ITU Region 1 / CEPT,MOBILE (Government/Military),Allocated,Swiss Armed Forces UHF tactical,"ARC-210, PR4G","AM, FM, HAVE QUICK",N/A (military),25,BAKOM Frequenzzuweisungsplan,Military exclusive. Transition to TETRA band starts at 380 MHz in Switzerland as well (Polycom network).,True,
380.0,385.0,FR,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"INPT (Infrastructure Nationale Partageable des Transmissions) — French emergency services TETRA network uplink. Used by Police Nationale, Gendarmerie Nationale, sapeurs-pompiers (SDIS fire brigades), SAMU (medical emergency). Formerly known as ACROPOL (police) and ANTARES (fire/EMS), now unified under INPT.","Airbus (formerly EADS/Cassidian) THR880i handheld TETRA, Airbus TH1n, Sepura STP9000 series, Motorola Solutions MTP6550 TETRA","TETRA (pi/4 DQPSK), 25 kHz channel spacing, 4-slot TDMA, TETRA Enhanced Data Service (TEDS) capable","Mobile station: 1W typical, 3W max; base station: up to 25W per carrier",25,"ARCEP decision 2008-0570, ECC/DEC/(08)05, ETSI EN 300 392-2 (TETRA V+D), ANFR TNRBF footnote F25","380-385 MHz is the mobile station transmit (uplink) band, paired with 390-395 MHz (base station transmit/downlink). France completed nationwide INPT TETRA rollout. Network operated by DGPN/DGGN/DGSCGC. Over 250,000 TETRA terminals deployed in France.",True,
380.0,385.0,UK,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"Airwave network uplink — UK emergency services TETRA. Used by all 43 police forces in England and Wales, Police Scotland, PSNI, all fire and rescue services, ambulance services, and other Category 1/2 responders. Operated by Airwave Solutions (Motorola Solutions subsidiary, formerly O2 Airwave).","Sepura STP9000 series, Sepura SC20/SC21 (Sepura is UK-based), Motorola Solutions MTP850/MTP3250 TETRA, Hytera PD985 (TETRA variant)","TETRA (pi/4 DQPSK), 25 kHz, 4-slot TDMA",Mobile: 1-3W; base station: up to 25W,25,"Ofcom, ECC/DEC/(08)05, Airwave Solutions PMSE licence, Home Office Emergency Services Network (ESN) programme (replacement planned)","Airwave is one of the largest TETRA networks globally with ~3,700 base stations covering 99% of UK landmass. Originally planned for replacement by ESN (4G-based Emergency Services Network on EE/BT network) but ESN has been delayed repeatedly. Airwave contract extended to at least 2029. Over 300,000 TETRA terminals in UK.",True,
380.0,385.0,DE,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"BOS-Digitalfunk (BOSnet) uplink — German emergency services TETRA network. Used by Polizei (all 16 Lander), Feuerwehr, Rettungsdienst, THW, Bundespolizei, Zoll. Operated by BDBOS (Bundesanstalt fur den Digitalfunk der Behorden und Organisationen mit Sicherheitsaufgaben).","Sepura STP9000/SC20, Motorola Solutions MTP6650 TETRA, Hytera PT580H Plus (BOS-certified), Airbus THR880i (BOS version)","TETRA (pi/4 DQPSK), 25 kHz, 4-slot TDMA, end-to-end encryption (E2EE)",Mobile: 1-3W; base station: up to 25W,25,"BNetzA Frequenzplan, BDBOS Authorisation, ECC/DEC/(08)05, BOS-Funkrichtlinie (TR BOS)","BOSnet is one of the world's largest TETRA networks with ~4,900 base stations (as of 2024). Built by Motorola Solutions (formerly EADS/Cassidian). Uses TETRA with E2EE. Coverage: >99% population. Network declared operationally complete in 2016. Over 1 million BOS radio users in Germany.",True,
380.0,385.0,ES,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"SIRDEE (Sistema de Radiocomunicaciones Digitales de Emergencia del Estado) uplink — Spanish national emergency services TETRA network. Used by Guardia Civil, Policia Nacional, CNP, bomberos, SAMUR/061 emergency medical. Additionally, autonomous communities operate regional networks: RESCAT (Catalonia), SOS-Deiak (Basque Country), COMDES (Valenciana).","Sepura STP8000/9000 series, Motorola Solutions MTP850/MTP3250, Teltronic TETRA base stations (Teltronic is a Spanish company, now Sepura/Hytera)","TETRA (pi/4 DQPSK), 25 kHz, 4-slot TDMA",Mobile: 1-3W; base station: up to 25W,25,"CNAF nota UN-77, ECC/DEC/(08)05, Min. del Interior / SETSI","SIRDEE was deployed starting 2004 by the Spanish Interior Ministry. Teltronic (now owned by Hytera via Sepura) is based in Zaragoza, Spain and is a significant TETRA infrastructure manufacturer. Spain also has multiple autonomous community TETRA networks operating in the same band.",True,
380.0,385.0,IT,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"Italian emergency services TETRA uplink. Carabinieri, Polizia di Stato, Vigili del Fuoco, and 118 (emergency medical) use TETRA networks. Italy has a fragmented TETRA deployment with multiple provincial and regional networks rather than a single national network.","Motorola Solutions MTP850/MTP3250, Sepura STP8000/9000, Hytera TETRA terminals","TETRA (pi/4 DQPSK), 25 kHz, 4-slot TDMA",Mobile: 1-3W; base station: up to 25W,25,"PNRF, MIMIT, ECC/DEC/(08)05, Ministero dell'Interno",Italy's TETRA deployment is less centralized than France/UK/Germany. Multiple provincial networks exist. Some forces still use legacy analog systems alongside TETRA. National interoperability remains a challenge.,True,
380.0,385.0,CH,ITU Region 1 / CEPT,LAND MOBILE (TETRA PPDR Uplink),Allocated,"Polycom network uplink — Swiss emergency services TETRA/TETRAPOL network. Used by cantonal police, fire, ambulance, border guard (GWK), Swiss Army (civil protection role). Switzerland uses TETRAPOL (not TETRA) — a competing French-origin standard by Airbus (formerly EADS/Matra).","Airbus TETRAPOL TPH900 handheld, Airbus TMR880i mobile, Airbus TETRAPOL infrastructure (DXT3p switches)","TETRAPOL (GMSK modulation, 10 kHz or 12.5 kHz channel spacing, FDMA not TDMA)",Mobile: 1-2W; base station: up to 25W,12.5,"BAKOM Frequenzzuweisungsplan, BABS (Bundesamt fur Bevolkerungsschutz) Polycom programme, ECC/DEC/(08)05","IMPORTANT: Switzerland uses TETRAPOL, NOT TETRA, for its Polycom emergency services network. TETRAPOL is an FDMA system (vs TETRA's TDMA). TETRAPOL was also used in France (Gendarmerie RUBIS network) before migration to TETRA INPT. Czech Republic also uses TETRAPOL. Channel spacing is 12.5 kHz (TETRAPOL) vs 25 kHz (TETRA).",True,
380.0,385.0,US,ITU Region 2 / USA,FEDERAL GOVERNMENT LAND MOBILE,Allocated,"Federal Government exclusive — Used by federal agencies (DoD, DHS, FBI, DEA, Secret Service, etc.) for UHF LOS communications. This is NOT TETRA — US does not use TETRA in this band. US public safety uses VHF/UHF P25 (APCO-25) on other frequencies (700/800 MHz, 136-174 MHz, 406-470 MHz).","Harris XG-100P (P25 multiband), Motorola Solutions APX8000 (P25 but on other bands), various federal agency UHF LMR radios","FM narrowband (12.5 kHz), some P25 Phase I (C4FM), legacy FM wideband (25 kHz)",Per NTIA authorization — typically up to 50W for mobile stations,12.5,"NTIA Manual Chapter 4, 47 CFR 2.106 footnotes G27/G30, IRAC (Interdepartment Radio Advisory Committee) coordination","CRITICAL CORRECTION: The US does NOT use TETRA in 380-400 MHz. This entire band (380-400 MHz) is Federal Government exclusive, managed by NTIA (not FCC). US public safety uses P25 (APCO Project 25) on 700 MHz (764-776/794-806 MHz), 800 MHz (806-824/851-869 MHz), VHF, and UHF bands — NOT 380-400 MHz TETRA.",True,
380.0,385.0,CN,ITU Region 3,MOBILE (Government/Military),Allocated,Chinese government/military use. China does NOT use TETRA in 380-385 MHz. Chinese public safety uses PDT (Police Digital Trunking) in 350-370 MHz instead. This band may be used for PLA or paramilitary (PAP) communications.,"PLA/PAP standard radios, some Hytera DMR/PDT terminals","FM, DMR, proprietary Chinese military waveforms",Per MIIT/military authorization,12.5,"MIIT Radio Regulations, PLA General Staff Department frequency management","CRITICAL: China does NOT use TETRA for public safety. Chinese police use PDT standard in 350-370 MHz. The 380-400 MHz band in China is primarily military/government, not PPDR TETRA as in Europe.",True,
380.0,385.0,RU,ITU Region 1,MOBILE (Government/Military),Allocated,Russian government/military/security services. Russia has limited TETRA deployments for some MVD and emergency services but NOT in a unified national network like Europe. Some cities have TETRA pilot networks. Primary use remains military.,"Limited TETRA: Sepura, Motorola Solutions TETRA terminals in some city networks; Military: Russian standard UHF radios","TETRA (limited), DMR (some deployments), military FM",Per GRFC authorization,25,"GRFC Table, Russian Communications Ministry","Russia does not have a national TETRA PPDR network comparable to European countries. Some major cities (Moscow, St. Petersburg, Sochi) have localized TETRA deployments for police and emergency services, but coverage is not nationwide. The Russian emergency services also use their own digital standards and APCO-25 variant equipment.",False,
